L1,C,L1L2,L2,AaA,LoR,Edu.day,Sex,Family,ISO639.3,Enroll,Speaking,morph,lex,new_feat,new_sounds
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,19,6,3,Male,Indo-European,srp ,85,586,0.0638,0.395005,11,19
Vietnamese,Vietnam,VietnameseEnglish,English,18,2,3,Female,Austro-Asiatic,vie ,67,523,0.2859,0.595079,17,19
Arabic,Iraq,ArabicEnglish,English,24,3,4,Male,Afro-Asiatic,ara ,47,509,0.0638,0.595079,21,24
French,"Congo,DemocraticRepublicofthe",FrenchSwahili,Swahili,35,4,3,Male,Indo-European,fra ,22,444,0.0128,0.398095,10,15
Arabic,Iraq,ArabicEnglish,English,25,2,4,Male,Afro-Asiatic,ara ,47,522,0.0638,0.595079,21,24
Polish,Poland,PolishEnglish,English,21,3,3,Female,Indo-European,pol ,100,518,0.0479,0.388004,14,25
Spanish,Spain,SpanishItalian,Italian,24,4,4,Female,Indo-European,spa ,118,560,0.0193,0.398649,18,23
German,Germany,GermanEnglish,English,45,3,4,Female,Indo-European,deu ,101,534,-0.0171,0.037325,6,13
Serbian,Yugoslavia,SerbianEnglish,English,18,3,3,Male,Indo-European,srp ,85,527,0.0638,0.395005,11,19
Polish,Poland,PolishEnglish,English,21,1,3,Female,Indo-European,pol ,100,522,0.0479,0.388004,14,25
Kurdish,Iraq,KurdishArabic,Arabic,37,3,4,Female,Indo-European,kur ,47,471,0.0523,0.4257,11,22
English,UnitedKingdom,EnglishMonolingual,Monolingual,28,1,3,Female,Indo-European,eng ,105,540,0.0094,0.083191,11,19
German,Germany,GermanMonolingual,Monolingual,28,2,3,Female,Indo-European,deu ,101,527,-0.0171,0.037325,6,13
Persian,Iran,PersianMonolingual,Monolingual,25,9,4,Female,Indo-European,fas ,77,483,0.0603,0.555295,21,21
Arabic,Morocco,ArabicFrench,French,35,1,4,Male,Afro-Asiatic,ara ,49,489,0.0638,0.595079,21,24
Croatian,Yugoslavia,CroatianGerman,German,30,2,3,Female,Indo-European,hrv ,85,524,0.0638,0.395005,11,19
Arabic,Morocco,ArabicFrench,French,21,2,3,Female,Afro-Asiatic,ara ,49,528,0.0638,0.595079,21,24
Slovak,Slovakia,SlovakEnglish,English,28,3,4,Female,Indo-European,slk ,94,517,NA,0.381011,NA,NA
Russian,USSR,RussianGerman,German,25,1,3,Female,Indo-European,rus ,90,608,0.0468,0.396083,12,22
English,UnitedStates,EnglishMonolingual,Monolingual,29,1,3,Female,Indo-European,eng ,94,557,0.0094,0.083191,11,19
Malay,Indonesia,MalayEnglish,English,27,1,4,Female,Austronesian,msa ,64,468,0.1461,0.595079,16,19
Polish,Poland,PolishEnglish,English,25,2,4,Male,Indo-European,pol ,100,518,0.0479,0.388004,14,25
Albanian,Yugoslavia,AlbanianEnglish,English,33,5,3,Female,Indo-European,sqi ,85,480,0.0412,0.595079,11,21
Tagalog,Philippines,TagalogEnglish,English,24,3,3,Female,Austronesian,tgl ,83,495,0.2423,0.595079,24,22
German,Austria,GermanEnglish,English,35,6,4,Male,Indo-European,deu ,100,562,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicFrench,French,0,19,3,Female,Afro-Asiatic,ara ,49,541,0.0638,0.595079,21,24
Lithuanian,Lithuania,LithuanianGerman,German,28,1,4,Female,Indo-European,lit ,100,514,0.0892,0.371065,7,18
Turkish,Netherlands,TurkishMonolingual,Monolingual,19,2,3,Female,Altaic,tur ,118,509,0.05,0.595079,8,20
Arabic,Morocco,ArabicFrench,French,23,1,1,Male,Afro-Asiatic,ara ,49,512,0.0638,0.595079,21,24
French,Cameroon,FrenchEnglish,English,26,3,4,Male,Indo-European,fra ,27,522,0.0128,0.398095,10,15
Kurdish,Turkey,KurdishTurkish,Turkish,22,12,3,Male,Indo-European,kur ,79,518,0.0523,0.4257,11,22
Polish,Poland,PolishGerman,German,46,7,1,Female,Indo-European,pol ,100,502,0.0479,0.388004,14,25
Hungarian,Hungary,HungarianEnglish,English,31,10,4,Female,Uralic,hun ,96,582,0.0101,0.595079,6,13
Romanian,Czechslowakia,RomanianGerman,German,22,1,3,Female,Indo-European,ron ,90,531,0.0276,0.41365,24,20
Polish,Poland,PolishEnglish,English,26,1,4,Female,Indo-European,pol ,100,537,0.0479,0.388004,14,25
French,France,FrenchEnglish,English,24,3,3,Female,Indo-European,fra ,113,541,0.0128,0.398095,10,15
English,SouthAfrica,EnglishFrench,French,10,12,4,Female,Indo-European,eng ,93,506,0.0094,0.083191,11,19
Chinese,China,ChineseEnglish,English,26,3,4,Female,Sino-Tibetan,zho ,67,512,0.2937,0.595079,NA,NA
Russian,Russia,RussianEnglish,English,36,2,3,Female,Indo-European,rus ,84,491,0.0468,0.396083,12,22
French,Canada,FrenchEnglish,English,27,3,1,Female,Indo-European,fra ,101,516,0.0128,0.398095,10,15
Persian,Iran,PersianEnglish,English,20,2,3,Female,Indo-European,fas ,77,485,0.0603,0.555295,21,21
Turkish,Turkey,TurkishMonolingual,Monolingual,24,3,3,Male,Altaic,tur ,79,511,0.05,0.595079,8,20
Serbian,Yugoslavia,SerbianRussian,Russian,38,3,4,Female,Indo-European,srp ,85,479,0.0638,0.395005,11,19
German,Germany,GermanEnglish,English,20,1,3,Male,Indo-European,deu ,101,577,-0.0171,0.037325,6,13
English,UnitedStates,EnglishMonolingual,Monolingual,47,3,3,Male,Indo-European,eng ,94,514,0.0094,0.083191,11,19
English,SouthAfrica,EnglishAfrikaans,Afrikaans,37,3,4,Male,Indo-European,eng ,93,642,0.0094,0.083191,11,19
Turkish,Turkey,TurkishMonolingual,Monolingual,48,5,3,Male,Altaic,tur ,79,433,0.05,0.595079,8,20
Vietnamese,Vietnam,VietnameseEnglish,English,38,3,1,Female,Austro-Asiatic,vie ,67,367,0.2859,0.595079,17,19
Swahili,Tanzania,SwahiliEnglish,English,28,1,3,Female,Niger-Congo,swa ,11,469,0.0623,0.595079,15,20
Arabic,Morocco,ArabicEnglish,English,25,2,3,Male,Afro-Asiatic,ara ,49,496,0.0638,0.595079,21,24
Serbian,Yugoslavia,SerbianEnglish,English,18,3,3,Female,Indo-European,srp ,85,527,0.0638,0.395005,11,19
Turkish,Romania,TurkishEnglish,English,33,3,4,Female,Altaic,tur ,86,551,0.05,0.595079,8,20
Persian,Iran,PersianMonolingual,Monolingual,31,12,1,Male,Indo-European,fas ,77,458,0.0603,0.555295,21,21
Turkish,Turkey,TurkishMonolingual,Monolingual,15,3,3,Male,Altaic,tur ,79,543,0.05,0.595079,8,20
Romanian,Romania,RomanianHungarian,Hungarian,22,2,3,Female,Indo-European,ron ,86,530,0.0276,0.41365,24,20
Norwegian,Canada,NorwegianEnglish,English,27,5,2,Female,Indo-European,nor ,101,539,-0.0076,0.1598,14,24
Icelandic,Iceland,IcelandicEnglish,English,26,2,3,Male,Indo-European,isl ,109,529,0.0059,0.117423,14,20
Polish,Poland,PolishItalian,Italian,29,2,2,Female,Indo-European,pol ,100,555,0.0479,0.388004,14,25
Spanish,Mexico,SpanishEnglish,English,25,2,3,Female,Indo-European,spa ,83,512,0.0193,0.398649,18,23
Italian,Italy,ItalianFrench,French,20,2,3,Female,Indo-European,ita ,99,497,-0.0011,0.358612,17,18
Turkish,Turkey,TurkishMonolingual,Monolingual,29,15,1,Male,Altaic,tur ,79,487,0.05,0.595079,8,20
Polish,Poland,PolishEnglish,English,21,3,3,Female,Indo-European,pol ,100,547,0.0479,0.388004,14,25
Arabic,Morocco,ArabicFrench,French,28,10,1,Male,Afro-Asiatic,ara ,49,522,0.0638,0.595079,21,24
Indonesian,Indonesia,IndonesianEnglish,English,17,4,1,Female,Austronesian,ind ,64,560,0.1461,0.595079,19,20
Russian,USSR,RussianEnglish,English,17,4,2,Female,Indo-European,rus ,90,549,0.0468,0.396083,12,22
English,Australia,EnglishMonolingual,Monolingual,26,1,4,Female,Indo-European,eng ,148,539,0.0094,0.083191,11,19
Arabic,Egypt,ArabicEnglish,English,28,5,4,Male,Afro-Asiatic,ara ,79,483,0.0638,0.595079,21,24
Chinese,China,ChineseEnglish,English,31,5,3,Female,Sino-Tibetan,zho ,67,491,0.2937,0.595079,NA,NA
Armenian,Armenia,ArmenianRussian,Russian,26,8,1,Female,Indo-European,hye ,88,507,0.0298,0.492995,21,23
Afrikaans,SouthAfrica,AfrikaansEnglish,English,32,2,4,Female,Indo-European,afr ,93,567,NA,0.010463,NA,NA
Spanish,Colombia,SpanishEnglish,English,33,2,4,Female,Indo-European,spa ,82,501,0.0193,0.398649,18,23
Arabic,Morocco,ArabicFrench,French,18,12,3,Male,Afro-Asiatic,ara ,49,564,0.0638,0.595079,21,24
Arabic,Iraq,ArabicEnglish,English,30,6,4,Male,Afro-Asiatic,ara ,47,509,0.0638,0.595079,21,24
Arabic,Iraq,ArabicMonolingual,Monolingual,13,10,1,Female,Afro-Asiatic,ara ,47,512,0.0638,0.595079,21,24
Armenian,Armenia,ArmenianRussian,Russian,24,13,3,Female,Indo-European,hye ,88,521,0.0298,0.492995,21,23
Polish,Poland,PolishGerman,German,41,5,3,Female,Indo-European,pol ,100,494,0.0479,0.388004,14,25
Finnish,Finland,FinnishEnglish,English,22,1,3,Female,Uralic,fin ,111,526,0.0277,0.595079,13,17
Polish,Poland,PolishEnglish,English,26,3,4,Female,Indo-European,pol ,100,527,0.0479,0.388004,14,25
Spanish,Spain,SpanishEnglish,English,28,5,4,Female,Indo-European,spa ,118,581,0.0193,0.398649,18,23
Russian,USSR,RussianEnglish,English,25,1,3,Female,Indo-European,rus ,90,539,0.0468,0.396083,12,22
Slovak,Czechslowakia,SlovakEnglish,English,27,2,3,Female,Indo-European,slk ,90,525,NA,0.381011,NA,NA
Arabic,Morocco,ArabicFrench,French,32,9,4,Male,Afro-Asiatic,ara ,49,456,0.0638,0.595079,21,24
Turkish,Germany,TurkishMonolingual,Monolingual,22,1,3,Female,Altaic,tur ,101,514,0.05,0.595079,8,20
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,26,3,3,Female,Indo-European,srp ,85,491,0.0638,0.395005,11,19
Spanish,Bolivia,SpanishEnglish,English,9,12,3,Female,Indo-European,spa ,88,529,0.0193,0.398649,18,23
Tagalog,Philippines,TagalogEnglish,English,18,1,3,Male,Austronesian,tgl ,83,523,0.2423,0.595079,24,22
Turkish,Netherlands,TurkishMonolingual,Monolingual,17,6,2,Male,Altaic,tur ,118,547,0.05,0.595079,8,20
Czech,Czechslowakia,CzechGerman,German,31,6,3,Female,Indo-European,ces ,90,508,0.054,0.38518,9,15
Arabic,Iraq,ArabicEnglish,English,28,2,4,Male,Afro-Asiatic,ara ,47,516,0.0638,0.595079,21,24
Arabic,Syria,ArabicEnglish,English,42,8,4,Female,Afro-Asiatic,ara ,67,512,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,20,2,3,Female,Indo-European,deu ,101,602,-0.0171,0.037325,6,13
French,France,FrenchEnglish,English,27,1,4,Female,Indo-European,fra ,113,515,0.0128,0.398095,10,15
Persian,Iran,PersianEnglish,English,38,6,3,Male,Indo-European,fas ,77,488,0.0603,0.555295,21,21
Kurdish,Iraq,KurdishMonolingual,Monolingual,18,3,3,Female,Indo-European,kur ,47,526,0.0523,0.4257,11,22
Serbian,Yugoslavia,SerbianEnglish,English,29,3,3,Female,Indo-European,srp ,85,499,0.0638,0.395005,11,19
Russian,USSR,RussianEnglish,English,20,2,3,Female,Indo-European,rus ,90,548,0.0468,0.396083,12,22
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,29,3,1,Female,Indo-European,srp ,85,550,0.0638,0.395005,11,19
Polish,Poland,PolishEnglish,English,28,2,4,Female,Indo-European,pol ,100,531,0.0479,0.388004,14,25
Japanese,Japan,JapaneseEnglish,English,27,2,4,Female,Japanese,jpn ,101,537,0.175,0.595079,26,20
Polish,USSR,PolishEnglish,English,52,1,4,Male,Indo-European,pol ,90,493,0.0479,0.388004,14,25
Polish,Poland,PolishEnglish,English,25,3,3,Female,Indo-European,pol ,100,585,0.0479,0.388004,14,25
Italian,Italy,ItalianEnglish,English,25,0,4,Female,Indo-European,ita ,99,518,-0.0011,0.358612,17,18
Portugese,Brazil,PortugeseEnglish,English,38,8,3,Female,Indo-European,por ,106,491,0.0586,0.4087,15,18
Kurdish,Iraq,KurdishArabic,Arabic,30,3,4,Male,Indo-European,kur ,47,463,0.0523,0.4257,11,22
Arabic,Algeria,ArabicFrench,French,25,3,3,Male,Afro-Asiatic,ara ,83,489,0.0638,0.595079,21,24
Spanish,Argentina,SpanishEnglish,English,29,1,2,Female,Indo-European,spa ,86,518,0.0193,0.398649,18,23
Romanian,Romania,RomanianEnglish,English,23,3,3,Female,Indo-European,ron ,86,490,0.0276,0.41365,24,20
Russian,USSR,RussianRussian,Russian,25,6,3,Female,Indo-European,rus ,90,525,0.0468,0.396083,12,22
Russian,USSR,RussianEnglish,English,42,4,3,Female,Indo-European,rus ,90,455,0.0468,0.396083,12,22
Polish,Poland,PolishEnglish,English,20,2,3,Female,Indo-European,pol ,100,573,0.0479,0.388004,14,25
Polish,Poland,PolishGerman,German,25,2,4,Male,Indo-European,pol ,100,537,0.0479,0.388004,14,25
Russian,USSR,RussianEnglish,English,23,3,1,Male,Indo-European,rus ,90,543,0.0468,0.396083,12,22
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,30,4,3,Male,Indo-European,srp ,85,524,0.0638,0.395005,11,19
Serbian,BosniaandHerzegovina,SerbianMonolingual,Monolingual,25,9,3,Female,Indo-European,srp ,91,558,0.0638,0.395005,11,19
Indonesian,Indonesia,IndonesianEnglish,English,28,1,3,Female,Austronesian,ind ,64,494,0.1461,0.595079,19,20
Croatian,Croatia,CroatianItalian,Italian,38,3,3,Female,Indo-European,hrv ,93,499,0.0638,0.395005,11,19
Spanish,Colombia,SpanishEnglish,English,34,1,4,Female,Indo-European,spa ,82,507,0.0193,0.398649,18,23
Indonesian,Indonesia,IndonesianMonolingual,Monolingual,21,2,3,Female,Austronesian,ind ,64,481,0.1461,0.595079,19,20
Russian,USSR,RussianEnglish,English,21,9,2,Female,Indo-European,rus ,90,487,0.0468,0.396083,12,22
German,Germany,GermanMonolingual,Monolingual,28,6,4,Female,Indo-European,deu ,101,540,-0.0171,0.037325,6,13
Russian,Russia,RussianEnglish,English,22,2,3,Female,Indo-European,rus ,84,567,0.0468,0.396083,12,22
Hebrew,Israel,HebrewEnglish,English,24,1,3,Male,Afro-Asiatic,heb ,93,539,NA,0.595079,25,23
Spanish,Argentina,SpanishEnglish,English,19,2,3,Female,Indo-European,spa ,86,498,0.0193,0.398649,18,23
Arabic,Iraq,ArabicPersian,Persian,28,3,3,Male,Afro-Asiatic,ara ,47,524,0.0638,0.595079,21,24
German,UnitedKingdom,GermanEnglish,English,18,5,3,Female,Indo-European,deu ,105,503,-0.0171,0.037325,6,13
Portugese,CapeVerde,PortugeseEnglish,English,25,5,3,Female,Indo-European,por ,68,493,0.0586,0.4087,15,18
Somali,Somalia,SomaliEnglish,English,22,3,3,Male,Afro-Asiatic,som ,8,441,0.042,0.595079,21,20
German,Germany,GermanEnglish,English,27,1,4,Female,Indo-European,deu ,101,536,-0.0171,0.037325,6,13
Persian,Afghanistan,PersianEnglish,English,40,4,4,Male,Indo-European,fas ,19,446,0.0603,0.555295,21,21
Arabic,Morocco,ArabicEnglish,English,22,1,3,Female,Afro-Asiatic,ara ,49,479,0.0638,0.595079,21,24
Portugese,Brazil,PortugeseSpanish,Spanish,29,14,3,Female,Indo-European,por ,106,516,0.0586,0.4087,15,18
Armenian,Armenia,ArmenianRussian,Russian,21,5,4,Female,Indo-European,hye ,88,569,0.0298,0.492995,21,23
Swedish,Sweden,SwedishEnglish,English,45,1,4,Male,Indo-European,swe ,103,546,0,0.100457,8,22
Romanian,Romania,RomanianEnglish,English,29,1,4,Female,Indo-European,ron ,86,513,0.0276,0.41365,24,20
Somali,Somalia,SomaliEnglish,English,24,3,3,Male,Afro-Asiatic,som ,8,502,0.042,0.595079,21,20
Rundi,Burundi,RundiFrench,French,32,3,1,Male,Niger-Congo,xxx ,13,437,0.0623,0.595079,19,20
Kurdish,Iraq,KurdishArabic,Arabic,45,4,1,Male,Indo-European,kur ,47,515,0.0523,0.4257,11,22
English,Canada,EnglishMonolingual,Monolingual,23,2,1,Male,Indo-European,eng ,101,487,0.0094,0.083191,11,19
English,UnitedKingdom,EnglishMonolingual,Monolingual,23,4,2,Male,Indo-European,eng ,105,553,0.0094,0.083191,11,19
Spanish,Mexico,SpanishEnglish,English,30,2,4,Female,Indo-European,spa ,83,519,0.0193,0.398649,18,23
Serbian,Yugoslavia,SerbianGerman,German,21,20,3,Male,Indo-European,srp ,85,532,0.0638,0.395005,11,19
Kurdish,Iraq,KurdishArabic,Arabic,17,2,3,Female,Indo-European,kur ,47,491,0.0523,0.4257,11,22
Portugese,CapeVerde,PortugeseEnglish,English,19,1,2,Female,Indo-European,por ,68,514,0.0586,0.4087,15,18
Serbian,Yugoslavia,SerbianFrench,French,20,4,2,Male,Indo-European,srp ,85,547,0.0638,0.395005,11,19
Serbian,SerbiaandMontenegro,SerbianMonolingual,Monolingual,35,8,3,Female,Indo-European,srp ,89,504,0.0638,0.395005,11,19
Arabic,Iraq,ArabicEnglish,English,15,5,2,Female,Afro-Asiatic,ara ,47,523,0.0638,0.595079,21,24
Tamazight,Morocco,TamazightEnglish,English,23,1,4,Male,Afro-Asiatic,tzm ,49,521,0.0838,0.595079,20,26
Armenian,Armenia,ArmenianFrench,French,27,12,1,Female,Indo-European,hye ,88,545,0.0298,0.492995,21,23
Persian,Iran,PersianMonolingual,Monolingual,29,3,3,Male,Indo-European,fas ,77,505,0.0603,0.555295,21,21
Turkish,Turkey,TurkishMonolingual,Monolingual,27,3,1,Male,Altaic,tur ,79,450,0.05,0.595079,8,20
Persian,Iran,PersianEnglish,English,31,3,1,Male,Indo-European,fas ,77,502,0.0603,0.555295,21,21
German,Germany,GermanMonolingual,Monolingual,23,8,3,Female,Indo-European,deu ,101,587,-0.0171,0.037325,6,13
Polish,Poland,PolishGerman,German,34,1,4,Female,Indo-European,pol ,100,508,0.0479,0.388004,14,25
Kurdish,Iraq,KurdishArabic,Arabic,24,3,4,Male,Indo-European,kur ,47,509,0.0523,0.4257,11,22
Russian,USSR,RussianEnglish,English,26,2,4,Female,Indo-European,rus ,90,520,0.0468,0.396083,12,22
Portugese,Brazil,PortugeseMonolingual,Monolingual,34,13,3,Female,Indo-European,por ,106,521,0.0586,0.4087,15,18
Afrikaans,SouthAfrica,AfrikaansEnglish,English,35,2,3,Female,Indo-European,afr ,93,597,NA,0.010463,NA,NA
English,UnitedKingdom,EnglishGerman,German,42,4,1,Female,Indo-European,eng ,105,512,0.0094,0.083191,11,19
Arabic,Morocco,ArabicFrench,French,29,1,4,Male,Afro-Asiatic,ara ,49,504,0.0638,0.595079,21,24
English,Nigeria,EnglishMonolingual,Monolingual,33,6,4,Male,Indo-European,eng ,35,473,0.0094,0.083191,11,19
Albanian,Yugoslavia,AlbanianEnglish,English,37,2,4,Male,Indo-European,sqi ,85,490,0.0412,0.595079,11,21
Turkish,Turkey,TurkishMonolingual,Monolingual,20,14,1,Female,Altaic,tur ,79,486,0.05,0.595079,8,20
German,Germany,GermanEnglish,English,28,4,3,Female,Indo-European,deu ,101,619,-0.0171,0.037325,6,13
Lithuanian,USSR,LithuanianRussian,Russian,35,2,4,Female,Indo-European,lit ,90,502,0.0892,0.371065,7,18
Danish,Denmark,DanishEnglish,English,46,0,4,Female,Indo-European,dan ,124,571,0,0.0808,NA,NA
Bosnian,BosniaandHerzegovina,BosnianGerman,German,43,1,4,Male,Indo-European,bos ,91,531,0.0638,0.395005,11,19
Pashto,Afghanistan,PashtoEnglish,English,21,3,3,Male,Indo-European,pst ,19,482,NA,0.4588,18,21
Russian,USSR,RussianGerman,German,23,1,3,Female,Indo-European,rus ,90,550,0.0468,0.396083,12,22
Persian,Iran,PersianEnglish,English,31,4,4,Male,Indo-European,fas ,77,471,0.0603,0.555295,21,21
French,France,FrenchTamazight,Tamazight,22,2,4,Female,Indo-European,fra ,113,474,0.0128,0.398095,10,15
English,UnitedStates,EnglishMonolingual,Monolingual,25,1,1,Male,Indo-European,eng ,94,582,0.0094,0.083191,11,19
French,"Congo,DemocraticRepublicofthe",FrenchEnglish,English,23,3,3,Male,Indo-European,fra ,22,489,0.0128,0.398095,10,15
Chinese,China,ChineseEnglish,English,23,6,3,Female,Sino-Tibetan,zho ,67,511,0.2937,0.595079,NA,NA
Arabic,Morocco,ArabicFrench,French,34,2,4,Female,Afro-Asiatic,ara ,49,482,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,19,3,3,Female,Afro-Asiatic,ara ,49,562,0.0638,0.595079,21,24
Chinese,Taiwan,ChineseEnglish,English,29,1,4,Female,Sino-Tibetan,zho ,67,492,0.2937,0.595079,NA,NA
Persian,Iran,PersianEnglish,English,20,5,3,Female,Indo-European,fas ,77,506,0.0603,0.555295,21,21
Italian,Italy,ItalianEnglish,English,34,2,3,Female,Indo-European,ita ,99,550,-0.0011,0.358612,17,18
Spanish,DominicanRepublic,SpanishMonolingual,Monolingual,26,2,3,Female,Indo-European,spa ,68,476,0.0193,0.398649,18,23
Polish,Poland,PolishMonolingual,Monolingual,29,4,3,Female,Indo-European,pol ,100,512,0.0479,0.388004,14,25
Arabic,Iraq,ArabicEnglish,English,29,11,3,Female,Afro-Asiatic,ara ,47,501,0.0638,0.595079,21,24
Thai,UnitedKingdom,ThaiEnglish,English,17,1,3,Female,Tai-Kadai,tha,105,486,0.2404,0.595079,20,18
Bulgarian,Bulgaria,BulgarianGerman,German,20,1,3,Female,Indo-European,bul ,90,452,0.0642,0.411091,12,21
Vietnamese,Vietnam,VietnameseEnglish,English,43,3,3,Female,Austro-Asiatic,vie ,67,497,0.2859,0.595079,17,19
Romanian,Romania,RomanianEnglish,English,34,3,3,Female,Indo-European,ron ,86,556,0.0276,0.41365,24,20
Indonesian,Indonesia,IndonesianEnglish,English,26,2,3,Female,Austronesian,ind ,64,489,0.1461,0.595079,19,20
Greek,Australia,GreekEnglish,English,31,2,3,Female,Indo-European,ell ,148,522,0.0403,0.497357,21,18
Arabic,Iraq,ArabicEnglish,English,29,2,3,Female,Afro-Asiatic,ara ,47,482,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,28,0,4,Male,Afro-Asiatic,ara ,49,465,0.0638,0.595079,21,24
Azerbaijani,USSR,AzerbaijaniRussian,Russian,29,3,4,Female,Altaic,aze ,90,495,NA,0.595079,17,21
Indonesian,Indonesia,IndonesianChinese,Chinese,25,4,3,Female,Austronesian,ind ,64,510,0.1461,0.595079,19,20
German,Germany,GermanEnglish,English,21,0,3,Female,Indo-European,deu ,101,497,-0.0171,0.037325,6,13
Bosnian,BosniaandHerzegovina,BosnianEnglish,English,20,1,3,Female,Indo-European,bos ,91,523,0.0638,0.395005,11,19
Russian,USSR,RussianFrench,French,21,3,3,Female,Indo-European,rus ,90,533,0.0468,0.396083,12,22
German,Germany,GermanEnglish,English,20,1,3,Female,Indo-European,deu ,101,564,-0.0171,0.037325,6,13
English,SouthAfrica,EnglishAfrikaans,Afrikaans,8,12,3,Female,Indo-European,eng ,93,513,0.0094,0.083191,11,19
Turkish,Turkey,TurkishGerman,German,28,3,1,Female,Altaic,tur ,79,513,0.05,0.595079,8,20
German,Germany,GermanEnglish,English,34,1,3,Male,Indo-European,deu ,101,531,-0.0171,0.037325,6,13
English,UnitedKingdom,EnglishMonolingual,Monolingual,34,7,3,Female,Indo-European,eng ,105,539,0.0094,0.083191,11,19
Ukranian,Ukraine,UkranianRussian,Russian,35,3,4,Female,Indo-European,ukr ,92,531,0.0468,0.3941,20,22
English,Canada,EnglishFrench,French,36,2,4,Male,Indo-European,eng ,101,544,0.0094,0.083191,11,19
English,SouthAfrica,EnglishMonolingual,Monolingual,27,3,4,Male,Indo-European,eng ,93,556,0.0094,0.083191,11,19
German,Germany,GermanFrench,French,33,1,4,Female,Indo-European,deu ,101,593,-0.0171,0.037325,6,13
Persian,Iran,PersianMonolingual,Monolingual,33,3,4,Male,Indo-European,fas ,77,480,0.0603,0.555295,21,21
Chinese,China,ChineseEnglish,English,23,4,3,Female,Sino-Tibetan,zho ,67,511,0.2937,0.595079,NA,NA
Romanian,Romania,RomanianEnglish,English,24,3,4,Male,Indo-European,ron ,86,517,0.0276,0.41365,24,20
Arabic,Morocco,ArabicMonolingual,Monolingual,17,15,2,Male,Afro-Asiatic,ara ,49,575,0.0638,0.595079,21,24
French,France,FrenchGerman,German,22,24,3,Female,Indo-European,fra ,113,607,0.0128,0.398095,10,15
German,Austria,GermanEnglish,English,24,1,3,Female,Indo-European,deu ,100,590,-0.0171,0.037325,6,13
Somali,Somalia,SomaliItalian,Italian,47,11,4,Male,Afro-Asiatic,som ,8,452,0.042,0.595079,21,20
Spanish,Spain,SpanishEnglish,English,30,2,2,Female,Indo-European,spa ,118,497,0.0193,0.398649,18,23
Armenian,Iran,ArmenianEnglish,English,23,2,3,Male,Indo-European,hye ,77,496,0.0298,0.492995,21,23
